image_path,species_name,species_id,is_mimic,is_model
E:\DEEPLEARNING\butterfly_identification\american snoot\019.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\020.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\021.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\022.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\023.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\024.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\025.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\026.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\027.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\028.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\029.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\030.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\031.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\032.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\033.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\034.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\035.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\036.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\037.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\038.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\039.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\040.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\041.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\042.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\043.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\044.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\045.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\046.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\047.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\048.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\049.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\050.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\051.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\052.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\053.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\054.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\055.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\056.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\057.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\058.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\059.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\060.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\061.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\062.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\063.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\064.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\065.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\066.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\067.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\068.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\069.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\070.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\071.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\072.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\073.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\074.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\075.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\076.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\077.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\078.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\079.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\080.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\081.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\082.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\083.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\084.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\085.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\086.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\087.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\088.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\089.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\090.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\091.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\092.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\093.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\american snoot\094.jpg,American Snoot,1,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\000.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\001.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\002.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\003.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\004.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\005.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\006.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\007.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\008.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\009.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\010.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\011.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\012.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\013.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\014.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\015.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\016.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\017.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\018.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\019.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\020.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\021.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\022.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\023.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\024.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\025.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\026.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\027.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\028.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\029.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\030.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\031.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\032.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\033.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\034.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\035.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\036.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\037.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\038.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\039.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\040.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\041.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\042.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\043.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\044.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\045.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\046.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\047.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\048.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\049.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\050.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\051.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\052.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\053.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\054.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\055.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\056.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\057.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\058.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\059.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\060.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\061.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\062.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\063.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\064.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\065.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\066.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\067.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\068.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\069.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\070.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\071.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\072.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\073.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\074.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\075.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\076.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\077.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\078.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\079.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\080.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\081.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\an 88\082.jpg,An 88,2,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\000.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\001.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\002.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\003.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\004.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\005.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\006.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\007.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\008.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\009.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\010.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\011.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\012.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\013.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\014.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\015.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\016.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\017.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\018.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\019.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\020.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\021.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\022.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\023.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\024.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\025.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\026.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\027.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\028.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\029.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\030.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\031.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\032.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\033.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\034.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\035.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\036.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\037.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\038.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\039.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\040.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\041.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\042.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\043.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\044.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\045.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\046.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\047.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\048.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\049.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\050.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\051.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\052.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\053.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\054.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\055.jpg,Banded Peacock,3,0,0
E:\DEEPLEARNING\butterfly_identification\banded peacock\056.jpg,Banded Peacock,3,0,0
